,name,url,visible_ini,visible_end
55,Altair,https://www.glyphweb.com/esky/stars/altair.html,July,August
56,Hadar,https://www.glyphweb.com/esky/stars/agena.html,May,May
57,Agena,https://www.glyphweb.com/esky/stars/agena.html,May,May
58,Algorab,https://www.glyphweb.com/esky/stars/algorab.html,April,April
59,Altais,https://www.glyphweb.com/esky/stars/altais.html,July,August
60,Nodus II,https://www.glyphweb.com/esky/stars/altais.html,July,August
61,Nodus Secundus,https://www.glyphweb.com/esky/stars/altais.html,July,August
62,Ahadi,https://www.glyphweb.com/esky/stars/ahadi.html,January,February
63,Tarf,https://www.glyphweb.com/esky/stars/tarf.html,"Tarf b,gas giant","Tarf b,gas giant"
64,Altarf,https://www.glyphweb.com/esky/stars/tarf.html,"Tarf b,gas giant","Tarf b,gas giant"
65,Al Tarf,https://www.glyphweb.com/esky/stars/tarf.html,"Tarf b,gas giant","Tarf b,gas giant"
66,Ain,https://www.glyphweb.com/esky/stars/ain.html,"Amateru(Ain b), 'super-Jupiter'gas giant","Amateru(Ain b), 'super-Jupiter'gas giant"
67,Coronis,https://www.glyphweb.com/esky/stars/ain.html,"Amateru(Ain b), 'super-Jupiter'gas giant","Amateru(Ain b), 'super-Jupiter'gas giant"
68,Oculus Borealis,https://www.glyphweb.com/esky/stars/ain.html,"Amateru(Ain b), 'super-Jupiter'gas giant","Amateru(Ain b), 'super-Jupiter'gas giant"
69,Alherem,https://www.glyphweb.com/esky/stars/alherem.html,March,March
70,Al Haram,https://www.glyphweb.com/esky/stars/alherem.html,March,March
71,Peregrini,https://www.glyphweb.com/esky/stars/alherem.html,March,March
72,Elthor,https://www.glyphweb.com/esky/stars/elthor.html,December,December
73,Althor,https://www.glyphweb.com/esky/stars/elthor.html,December,December
74,Al Thaur,https://www.glyphweb.com/esky/stars/elthor.html,December,December
75,Alifa al Farkadain,https://www.glyphweb.com/esky/stars/zetaursaeminoris.html,May,June
76,Aludra,https://www.glyphweb.com/esky/stars/aludra.html,January,February
77,Almaaz,https://www.glyphweb.com/esky/stars/alanz.html,December,December
78,Al Anz,https://www.glyphweb.com/esky/stars/alanz.html,December,December
79,Alioth,https://www.glyphweb.com/esky/stars/alioth.html,April,April
80,Alula Borealis,https://www.glyphweb.com/esky/stars/alulaborealis.html,March,April
81,Minelauva,https://www.glyphweb.com/esky/stars/minelauva.html,April,April
82,Auva,https://www.glyphweb.com/esky/stars/minelauva.html,April,April
83,Al Awwa,https://www.glyphweb.com/esky/stars/minelauva.html,April,April
84,Aljanah,https://www.glyphweb.com/esky/stars/gienah.html,August,August
85,Gienah,https://www.glyphweb.com/esky/stars/gienah.html,August,August
86,GienahCygni,https://www.glyphweb.com/esky/stars/gienah.html,August,August
87,Rastaban,https://www.glyphweb.com/esky/stars/rastaban.html,June,July
88,Restaban,https://www.glyphweb.com/esky/stars/rastaban.html,June,July
89,Asuia,https://www.glyphweb.com/esky/stars/rastaban.html,June,July
90,Alwaid,https://www.glyphweb.com/esky/stars/rastaban.html,June,July
91,Birdun,https://www.glyphweb.com/esky/stars/birdun.html,April,May
92,Al Birdhaun,https://www.glyphweb.com/esky/stars/birdun.html,April,May
93,Tania Australis,https://www.glyphweb.com/esky/stars/taniaaustralis.html,March,March
94,Alkafzah Australis,https://www.glyphweb.com/esky/stars/taniaaustralis.html,March,March
95,Alya,https://www.glyphweb.com/esky/stars/alya.html,July,July
96,CaudaSerpentis,https://www.glyphweb.com/esky/stars/alya.html,July,July
97,Aldhanab,https://www.glyphweb.com/esky/stars/aldhanab.html,August,September
98,Al Dhanab,https://www.glyphweb.com/esky/stars/aldhanab.html,August,September
99,Ras Alkurki,https://www.glyphweb.com/esky/stars/aldhanab.html,August,September
100,Tania Borealis,https://www.glyphweb.com/esky/stars/taniaborealis.html,March,March
101,Alkafzah Borealis,https://www.glyphweb.com/esky/stars/taniaborealis.html,March,March
102,Alzirr,https://www.glyphweb.com/esky/stars/alzirr.html,January,January
103,Al Fakhbir,https://www.glyphweb.com/esky/stars/alfakhbir.html,November,November
104,Alphecher,https://www.glyphweb.com/esky/stars/alfakhbir.html,November,November
105,Alkaid,https://www.glyphweb.com/esky/stars/benetnash.html,April,May
106,Benetnash,https://www.glyphweb.com/esky/stars/benetnash.html,April,May
107,Añañuca,https://www.glyphweb.com/esky/stars/ananuca.html,M1.0Vreddwarf,M1.0Vreddwarf
108,Fawaris,https://www.glyphweb.com/esky/stars/fawaris.html,July,August
109,Al Fawaris,https://www.glyphweb.com/esky/stars/fawaris.html,July,August
110,Rukh,https://www.glyphweb.com/esky/stars/fawaris.html,July,August
111,Urakhga,https://www.glyphweb.com/esky/stars/fawaris.html,July,August
112,Alkalurops,https://www.glyphweb.com/esky/stars/alkalurops.html,May,June
113,Aniara,https://www.glyphweb.com/esky/stars/hd102956.html,"Isagel(Aniara b),gas giant","Isagel(Aniara b),gas giant"
114,Alkaphrah,https://www.glyphweb.com/esky/stars/alkaphrah.html,February,February
115,Talitha Australis,https://www.glyphweb.com/esky/stars/alkaphrah.html,February,February
116,Ankaa,https://www.glyphweb.com/esky/stars/ankaa.html,October,October
117,Nair al Zaurak,https://www.glyphweb.com/esky/stars/ankaa.html,October,October
118,Head ofPhoenix,https://www.glyphweb.com/esky/stars/ankaa.html,October,October
119,Hassaleh,https://www.glyphweb.com/esky/stars/hassaleh.html,December,December
120,Al Kab,https://www.glyphweb.com/esky/stars/hassaleh.html,December,December
121,Alkarab,https://www.glyphweb.com/esky/stars/alkarab.html,September,October
122,Procyon,https://www.glyphweb.com/esky/stars/procyon.html,January,February
123,Al Kirkab,https://www.glyphweb.com/esky/stars/alkirkab.html,January,February
124,Alkes,https://www.glyphweb.com/esky/stars/alkes.html,March,March
125,Anser,https://www.glyphweb.com/esky/stars/anser.html,July,August
126,Alchiba,https://www.glyphweb.com/esky/stars/alchiba.html,April,April
127,Alchita,https://www.glyphweb.com/esky/stars/alchiba.html,April,April
128,Al Minkar al Ghurab,https://www.glyphweb.com/esky/stars/alchiba.html,April,April
129,Alkibash,https://www.glyphweb.com/esky/stars/alkibash.html,January,February
130,Antares,https://www.glyphweb.com/esky/stars/antares.html,June,June
131,Alnair,https://www.glyphweb.com/esky/stars/alnair.html,September,September
132,Al Nair,https://www.glyphweb.com/esky/stars/alnair.html,September,September
133,Al Na'ir,https://www.glyphweb.com/esky/stars/alnair.html,September,September
134,Almach,https://www.glyphweb.com/esky/stars/alamak.html,November,November
135,Alamak,https://www.glyphweb.com/esky/stars/alamak.html,November,November
136,Almaac,https://www.glyphweb.com/esky/stars/alamak.html,November,November
137,Almaak,https://www.glyphweb.com/esky/stars/alamak.html,November,November
138,Kornephoros,https://www.glyphweb.com/esky/stars/rutilicus.html,June,June
139,Rutilicus,https://www.glyphweb.com/esky/stars/rutilicus.html,June,June
140,Antilicus,https://www.glyphweb.com/esky/stars/rutilicus.html,June,June
141,Leepwal,https://www.glyphweb.com/esky/stars/alnairalbatn.html,May,May
142,Al Nair al Batn,https://www.glyphweb.com/esky/stars/alnairalbatn.html,May,May
143,Anwar al Farkadain,https://www.glyphweb.com/esky/stars/etaursaeminoris.html,June,June
144,Arcturus,https://www.glyphweb.com/esky/stars/arcturus.html,May,May
145,Alniyat,https://www.glyphweb.com/esky/stars/alniyat.html,June,June
146,Al Niyat,https://www.glyphweb.com/esky/stars/alniyat.html,June,June
147,Arneb,https://www.glyphweb.com/esky/stars/arneb.html,December,January
148,Paikauhale,https://www.glyphweb.com/esky/stars/paikauhale.html,June,June
149,Alrakis,https://www.glyphweb.com/esky/stars/arrakis.html,June,June
150,Arrakis,https://www.glyphweb.com/esky/stars/arrakis.html,June,June
151,Errakis,https://www.glyphweb.com/esky/stars/arrakis.html,June,June
152,Ascella,https://www.glyphweb.com/esky/stars/ascella.html,July,July
153,Al Sharas,https://www.glyphweb.com/esky/stars/alsharas.html,,
154,Aschere,https://www.glyphweb.com/esky/stars/sirius.html,January,January
155,Canicula,https://www.glyphweb.com/esky/stars/sirius.html,January,January
156,The DogStar,https://www.glyphweb.com/esky/stars/sirius.html,January,January
157,Sirius,https://www.glyphweb.com/esky/stars/sirius.html,January,January
158,Al Sumut,https://www.glyphweb.com/esky/stars/alphapyxidis.html,February,February
159,Alnasl,https://www.glyphweb.com/esky/stars/alnasl.html,July,July
160,El Nasl,https://www.glyphweb.com/esky/stars/alnasl.html,July,July
161,Nasl,https://www.glyphweb.com/esky/stars/alnasl.html,July,July
162,Nash,https://www.glyphweb.com/esky/stars/alnasl.html,July,July
163,Nushaba,https://www.glyphweb.com/esky/stars/alnasl.html,July,July
164,Asellus Borealis,https://www.glyphweb.com/esky/stars/asellusborealis.html,February,February
165,Elnath,https://www.glyphweb.com/esky/stars/nath.html,December,January
166,Alnath,https://www.glyphweb.com/esky/stars/nath.html,December,January
167,Nath,https://www.glyphweb.com/esky/stars/nath.html,December,January
168,Asellus Primus,https://www.glyphweb.com/esky/stars/asellusprimus.html,May,May
169,Ceginus,https://www.glyphweb.com/esky/stars/asellusprimus.html,May,May
170,Alnilam,https://www.glyphweb.com/esky/stars/alnilam.html,December,January
171,Ashlesha,https://www.glyphweb.com/esky/stars/ashlesha.html,February,February
172,Alnitak,https://www.glyphweb.com/esky/stars/alnitak.html,December,January
173,Azmidi,https://www.glyphweb.com/esky/stars/azmidi.html,January,February
174,Azmidiske,https://www.glyphweb.com/esky/stars/azmidi.html,January,February
175,Zavijava,https://www.glyphweb.com/esky/stars/zavijava.html,March,April
176,Alaraph,https://www.glyphweb.com/esky/stars/zavijava.html,March,April
177,Zavijah,https://www.glyphweb.com/esky/stars/zavijava.html,March,April
178,Aspidiske,https://www.glyphweb.com/esky/stars/iotacarinae.html,February,March
179,Tureis,https://www.glyphweb.com/esky/stars/iotacarinae.html,February,March
180,Turais,https://www.glyphweb.com/esky/stars/iotacarinae.html,February,March
181,Scutulum,https://www.glyphweb.com/esky/stars/iotacarinae.html,February,March
182,Albaldah,https://www.glyphweb.com/esky/stars/albaldah.html,July,July
183,Chara,https://www.glyphweb.com/esky/stars/chara.html,G0Vyellowdwarf,G0Vyellowdwarf
184,Asterion,https://www.glyphweb.com/esky/stars/chara.html,G0Vyellowdwarf,G0Vyellowdwarf
185,Albali,https://www.glyphweb.com/esky/stars/albali.html,August,August
186,Asterope,https://www.glyphweb.com/esky/stars/asterope.html,November,December
187,Sterope I,https://www.glyphweb.com/esky/stars/asterope.html,November,December
188,Albireo,https://www.glyphweb.com/esky/stars/albireo.html,July,August
189,Albereo,https://www.glyphweb.com/esky/stars/albireo.html,July,August
190,Tiaki,https://www.glyphweb.com/esky/stars/gruid.html,September,September
191,Gruid,https://www.glyphweb.com/esky/stars/gruid.html,September,September
192,Alphaulka,https://www.glyphweb.com/esky/stars/gruid.html,September,September
193,Alphecca,https://www.glyphweb.com/esky/stars/gemma.html,May,June
194,Alphekka,https://www.glyphweb.com/esky/stars/gemma.html,May,June
195,Gemma,https://www.glyphweb.com/esky/stars/gemma.html,May,June
196,Atakoraka,https://www.glyphweb.com/esky/stars/atakoraka.html,G7Vyellowdwarf,G7Vyellowdwarf
197,Athebyne,https://www.glyphweb.com/esky/stars/athebyne.html,June,June
198,Atik,https://www.glyphweb.com/esky/stars/atik.html,November,December
199,Alcor,https://www.glyphweb.com/esky/stars/alcor.html,April,May
200,Menhib,https://www.glyphweb.com/esky/stars/menkhib.html,November,December
201,Alcyone,https://www.glyphweb.com/esky/stars/alcyone.html,November,December
202,Alpheratz,https://www.glyphweb.com/esky/stars/sirrah.html,October,October
203,Sirrah,https://www.glyphweb.com/esky/stars/sirrah.html,October,October
204,Atlas,https://www.glyphweb.com/esky/stars/atlas.html,November,December
205,Aldebaran,https://www.glyphweb.com/esky/stars/aldebaran.html,AlphaTaurib,AlphaTaurib
206,Oculus Australis,https://www.glyphweb.com/esky/stars/aldebaran.html,AlphaTaurib,AlphaTaurib
207,Paralicium,https://www.glyphweb.com/esky/stars/aldebaran.html,AlphaTaurib,AlphaTaurib
208,Atria,https://www.glyphweb.com/esky/stars/atria.html,June,June
209,Alderamin,https://www.glyphweb.com/esky/stars/alderamin.html,August,September
210,Errai,https://www.glyphweb.com/esky/stars/alrai.html,"Tadmor(Errai A b),gas giant","Tadmor(Errai A b),gas giant"
211,Alrai,https://www.glyphweb.com/esky/stars/alrai.html,"Tadmor(Errai A b),gas giant","Tadmor(Errai A b),gas giant"
212,Avior,https://www.glyphweb.com/esky/stars/avior.html,February,February
213,Aldhibah,https://www.glyphweb.com/esky/stars/nodusi.html,June,July
214,Nodus I,https://www.glyphweb.com/esky/stars/nodusi.html,June,July
215,Nodus III,https://www.glyphweb.com/esky/stars/nodusi.html,June,July
216,Rukbat,https://www.glyphweb.com/esky/stars/rukbat.html,July,August
217,Alrami,https://www.glyphweb.com/esky/stars/rukbat.html,July,August
218,Baekdu,https://www.glyphweb.com/esky/stars/baekdu.html,"Halla,gas giant","Halla,gas giant"
219,Batentaban Australis,https://www.glyphweb.com/esky/stars/batentabanaustralis.html,July,July
220,Berehynia,https://www.glyphweb.com/esky/stars/berehynia.html,G5Vyellowdwarf,G5Vyellowdwarf
221,Biham,https://www.glyphweb.com/esky/stars/biham.html,September,September
222,Baham,https://www.glyphweb.com/esky/stars/biham.html,September,September
223,Batentaban Borealis,https://www.glyphweb.com/esky/stars/batentabanborealis.html,F7Vbright yellowdwarf,F7Vbright yellowdwarf
224,Minbar,https://www.glyphweb.com/esky/stars/batentabanborealis.html,F7Vbright yellowdwarf,F7Vbright yellowdwarf
225,Betelgeuse,https://www.glyphweb.com/esky/stars/betelgeuse.html,December,January
226,Bake-eo,https://www.glyphweb.com/esky/stars/gammaophiuchi.html,June,July
227,Bake Eo,https://www.glyphweb.com/esky/stars/gammaophiuchi.html,June,July
228,Batsṹ,https://www.glyphweb.com/esky/stars/batsu.html,M4.5Vreddwarf,M4.5Vreddwarf
229,Mimosa,https://www.glyphweb.com/esky/stars/becrux.html,April,April
230,Becrux,https://www.glyphweb.com/esky/stars/becrux.html,April,April
231,Barnard's Star,https://www.glyphweb.com/esky/stars/barnardsstar.html,,
232,Bélénos,https://www.glyphweb.com/esky/stars/belenos.html,F8Vbright yellowdwarf(probable),F8Vbright yellowdwarf(probable)
233,Bosona,https://www.glyphweb.com/esky/stars/bosona.html,"Naron(Bosona b),gas giant","Naron(Bosona b),gas giant"
234,Bellatrix,https://www.glyphweb.com/esky/stars/bellatrix.html,December,January
235,Botein,https://www.glyphweb.com/esky/stars/botein.html,November,December
236,Regulus,https://www.glyphweb.com/esky/stars/regulus.html,March,March
237,Basilicus,https://www.glyphweb.com/esky/stars/regulus.html,March,March
238,Kalb,https://www.glyphweb.com/esky/stars/regulus.html,March,March
239,Brachium,https://www.glyphweb.com/esky/stars/brachium.html,May,May
240,Cornu,https://www.glyphweb.com/esky/stars/brachium.html,May,May
241,Zubenhakrabi,https://www.glyphweb.com/esky/stars/brachium.html,May,May
242,Baten Kaitos,https://www.glyphweb.com/esky/stars/batenkaitos.html,October,November
243,Tejat,https://www.glyphweb.com/esky/stars/pishpai.html,January,January
244,Tejat Posterior,https://www.glyphweb.com/esky/stars/pishpai.html,January,January
245,Calx,https://www.glyphweb.com/esky/stars/pishpai.html,January,January
246,Pishpai,https://www.glyphweb.com/esky/stars/pishpai.html,January,January
247,Seginus,https://www.glyphweb.com/esky/stars/haris.html,May,May
248,Haris,https://www.glyphweb.com/esky/stars/haris.html,May,May
249,Cih,https://www.glyphweb.com/esky/stars/cih.html,October,October
250,Navi,https://www.glyphweb.com/esky/stars/cih.html,October,October
251,Citalá,https://www.glyphweb.com/esky/stars/citala.html,"Cayahuanca(Citalá b),gas giant","Cayahuanca(Citalá b),gas giant"
252,Canopus,https://www.glyphweb.com/esky/stars/canopus.html,January,January
253,Celaeno,https://www.glyphweb.com/esky/stars/celaeno.html,November,December
254,Copernicus,https://www.glyphweb.com/esky/stars/copernicus.html,"Brahe(Copernicus c),gas giantGalileo(Copernicus b),gas giantHarriot(Copernicus f),gas giantJanssen(Copernicus e),super EarthLipperhey(Copernicus d),gas giant","Brahe(Copernicus c),gas giantGalileo(Copernicus b),gas giantHarriot(Copernicus f),gas giantJanssen(Copernicus e),super EarthLipperhey(Copernicus d),gas giant"
255,Capella,https://www.glyphweb.com/esky/stars/capella.html,December,January
256,The Shepherd'sStar,https://www.glyphweb.com/esky/stars/capella.html,December,January
257,Cerberus,https://www.glyphweb.com/esky/stars/cerberus.html,June,June
258,Cor Caroli,https://www.glyphweb.com/esky/stars/corcaroli.html,Apparent:+2.9,Apparent:+2.9
259,Caph,https://www.glyphweb.com/esky/stars/caph.html,October,October
260,Kaff,https://www.glyphweb.com/esky/stars/caph.html,October,October
261,Cervantes,https://www.glyphweb.com/esky/stars/cervantes.html,"Dulcinea(Cervantes c),gas giantRocinante(Cervantes d),gas giantQuijote(Cervantes b),gas giantSancho(Cervantes e),gas giant","Dulcinea(Cervantes c),gas giantRocinante(Cervantes d),gas giantQuijote(Cervantes b),gas giantSancho(Cervantes e),gas giant"
262,Mothallah,https://www.glyphweb.com/esky/stars/metallah.html,October,November
263,Caput Trianguli,https://www.glyphweb.com/esky/stars/metallah.html,October,November
264,Metallah,https://www.glyphweb.com/esky/stars/metallah.html,October,November
265,Ras al Mothallah,https://www.glyphweb.com/esky/stars/metallah.html,October,November
266,Chalawan,https://www.glyphweb.com/esky/stars/chalawan.html,"Taphao Thong(Chalawan b,47 Ursae Majoris b),gas giantTaphao Kaew(Chalawan c,47 Ursae Majoris c),gas giantChalawan d(47 Ursae Majoris d),gas giant","Taphao Thong(Chalawan b,47 Ursae Majoris b),gas giantTaphao Kaew(Chalawan c,47 Ursae Majoris c),gas giantChalawan d(47 Ursae Majoris d),gas giant"
267,Castor,https://www.glyphweb.com/esky/stars/castor.html,January,February
268,Chamukuy,https://www.glyphweb.com/esky/stars/theta2tauri.html,December,December
269,Coryphaena,https://www.glyphweb.com/esky/stars/alphadoradus.html,December,December
270,CaudaHydrae,https://www.glyphweb.com/esky/stars/caudahydrae.html,April,May
271,Dhanab al Shuja,https://www.glyphweb.com/esky/stars/caudahydrae.html,April,May
272,Chertan,https://www.glyphweb.com/esky/stars/chertan.html,March,April
273,Chort,https://www.glyphweb.com/esky/stars/chertan.html,March,April
274,Coxa,https://www.glyphweb.com/esky/stars/chertan.html,March,April
275,Chechia,https://www.glyphweb.com/esky/stars/chechia.html,G8IVyellowsubgiant,G8IVyellowsubgiant
276,Cursa,https://www.glyphweb.com/esky/stars/cursa.html,December,December
277,Dhalim,https://www.glyphweb.com/esky/stars/cursa.html,December,December
278,Kursa,https://www.glyphweb.com/esky/stars/cursa.html,December,December
279,Cayrel'sStar,https://www.glyphweb.com/esky/stars/cayrelsstar.html,CEMP Carbon-Enhanced Metal-Poorstar,CEMP Carbon-Enhanced Metal-Poorstar
280,Cynosura,https://www.glyphweb.com/esky/stars/polaris.html,Always visible from northern latitudes,Always visible from northern latitudes
281,North Star,https://www.glyphweb.com/esky/stars/polaris.html,Always visible from northern latitudes,Always visible from northern latitudes
282,Polaris,https://www.glyphweb.com/esky/stars/polaris.html,Always visible from northern latitudes,Always visible from northern latitudes
283,Pole Star,https://www.glyphweb.com/esky/stars/polaris.html,Always visible from northern latitudes,Always visible from northern latitudes
284,Cebalrai,https://www.glyphweb.com/esky/stars/kelbalrai.html,June,July
285,Kelb Alrai,https://www.glyphweb.com/esky/stars/kelbalrai.html,June,July
286,Dabih,https://www.glyphweb.com/esky/stars/dabih.html,August,August
287,Diadem,https://www.glyphweb.com/esky/stars/diadem.html,April,May
288,Dalim,https://www.glyphweb.com/esky/stars/fornacis.html,November,December
289,Fornacis,https://www.glyphweb.com/esky/stars/fornacis.html,November,December
290,Deneb el Okab,https://www.glyphweb.com/esky/stars/denebelokab.html,July,July
291,Deneb al Okab,https://www.glyphweb.com/esky/stars/denebelokab.html,July,July
292,Diphda,https://www.glyphweb.com/esky/stars/denebkaitos.html,October,October
293,Deneb Kaitos,https://www.glyphweb.com/esky/stars/denebkaitos.html,October,October
294,Rana Secunda,https://www.glyphweb.com/esky/stars/denebkaitos.html,October,October
295,Danfeng,https://www.glyphweb.com/esky/stars/danfeng.html,M2Vreddwarf,M2Vreddwarf
296,Okab,https://www.glyphweb.com/esky/stars/okab.html,July,July
297,Diwō,https://www.glyphweb.com/esky/stars/diwo.html,F4Vbright yellowdwarf,F4Vbright yellowdwarf
298,Diya,https://www.glyphweb.com/esky/stars/diya.html,F7Vbright yellowdwarf,F7Vbright yellowdwarf
299,Deneb,https://www.glyphweb.com/esky/stars/deneb.html,August,August
300,DenebCygni,https://www.glyphweb.com/esky/stars/deneb.html,August,August
301,Arided,https://www.glyphweb.com/esky/stars/deneb.html,August,August
302,Aridif,https://www.glyphweb.com/esky/stars/deneb.html,August,August
303,Deneb Kaitos Shemali,https://www.glyphweb.com/esky/stars/denebkaitosshemali.html,October,October
304,Talitha,https://www.glyphweb.com/esky/stars/talitha.html,February,February
305,Dnoces,https://www.glyphweb.com/esky/stars/talitha.html,February,February
306,Deneb Okab,https://www.glyphweb.com/esky/stars/denebokab.html,July,August
307,Denebola,https://www.glyphweb.com/esky/stars/denebola.html,March,April
308,Dombay,https://www.glyphweb.com/esky/stars/dombay.html,K1Vorangedwarf,K1Vorangedwarf
309,Deneb Algedi,https://www.glyphweb.com/esky/stars/denebalgiedi.html,August,September
310,Deneb Algiedi,https://www.glyphweb.com/esky/stars/denebalgiedi.html,August,September
311,Scheddi,https://www.glyphweb.com/esky/stars/denebalgiedi.html,August,September
312,Dschubba,https://www.glyphweb.com/esky/stars/dschubba.html,June,June
313,Iclarclau,https://www.glyphweb.com/esky/stars/dschubba.html,June,June
314,Dheneb,https://www.glyphweb.com/esky/stars/dheneb.html,"Dheneb b,gas giant","Dheneb b,gas giant"
315,Deneb Algenubi,https://www.glyphweb.com/esky/stars/dheneb.html,"Dheneb b,gas giant","Dheneb b,gas giant"
316,Dubhe,https://www.glyphweb.com/esky/stars/dubhe.html,March,March
317,Zosma,https://www.glyphweb.com/esky/stars/zosma.html,March,April
318,Duhr,https://www.glyphweb.com/esky/stars/zosma.html,March,April
319,Zubra,https://www.glyphweb.com/esky/stars/zosma.html,March,April
320,Edasich,https://www.glyphweb.com/esky/stars/edasich.html,"Hypatia(Edasich b),gas giantEdasich c, unconfirmedexoplanet","Hypatia(Edasich b),gas giantEdasich c, unconfirmedexoplanet"
321,Ed Asich,https://www.glyphweb.com/esky/stars/edasich.html,"Hypatia(Edasich b),gas giantEdasich c, unconfirmedexoplanet","Hypatia(Edasich b),gas giantEdasich c, unconfirmedexoplanet"
322,GarnetStar,https://www.glyphweb.com/esky/stars/erakis.html,August,September
323,Herschels GarnetStar,https://www.glyphweb.com/esky/stars/erakis.html,August,September
324,Erakis,https://www.glyphweb.com/esky/stars/erakis.html,August,September
325,Eltanin,https://www.glyphweb.com/esky/stars/etamin.html,July,July
326,Etamin,https://www.glyphweb.com/esky/stars/etamin.html,July,July
327,ZenithStar,https://www.glyphweb.com/esky/stars/etamin.html,July,July
328,Emiw,https://www.glyphweb.com/esky/stars/emiw.html,K0IV/Vorangesubgiant,K0IV/Vorangesubgiant
329,Electra,https://www.glyphweb.com/esky/stars/electra.html,November,December
330,Enif,https://www.glyphweb.com/esky/stars/enif.html,August,September
331,Secunda Hyadum,https://www.glyphweb.com/esky/stars/hyadumii.html,December,December
332,Secundus Hyadum,https://www.glyphweb.com/esky/stars/hyadumii.html,December,December
333,Hyadum II,https://www.glyphweb.com/esky/stars/hyadumii.html,December,December
334,Eudora,https://www.glyphweb.com/esky/stars/hyadumii.html,December,December
335,Elgafar,https://www.glyphweb.com/esky/stars/elgafar.html,May,May
336,Fafnir,https://www.glyphweb.com/esky/stars/fafnir.html,"Orbitar(Fafnir b,42 Draconis b),gas giant","Orbitar(Fafnir b,42 Draconis b),gas giant"
337,Fomalhaut,https://www.glyphweb.com/esky/stars/fomalhaut.html,"Dagon(Fomalhaut b), nature and status uncertain","Dagon(Fomalhaut b), nature and status uncertain"
338,Os Piscis Meridionalis,https://www.glyphweb.com/esky/stars/fomalhaut.html,"Dagon(Fomalhaut b), nature and status uncertain","Dagon(Fomalhaut b), nature and status uncertain"
339,Difda al Auwel,https://www.glyphweb.com/esky/stars/fomalhaut.html,"Dagon(Fomalhaut b), nature and status uncertain","Dagon(Fomalhaut b), nature and status uncertain"
340,Fum al Samakah,https://www.glyphweb.com/esky/stars/fumalsamakah.html,,
341,Fang,https://www.glyphweb.com/esky/stars/fang.html,June,June
342,Formosa,https://www.glyphweb.com/esky/stars/formosa.html,"Sazum(Formosa b,HD 100655 b),gas giant","Sazum(Formosa b,HD 100655 b),gas giant"
343,Fumalsamakah,https://www.glyphweb.com/esky/stars/fumalsamakah.html,,
344,Furud,https://www.glyphweb.com/esky/stars/furud.html,January,January
345,Phurud,https://www.glyphweb.com/esky/stars/furud.html,January,January
346,Filetdor,https://www.glyphweb.com/esky/stars/filetdor.html,F9Vbright yellowdwarf,F9Vbright yellowdwarf
347,Fulu,https://www.glyphweb.com/esky/stars/fulu.html,October,October
348,Fuyue,https://www.glyphweb.com/esky/stars/fuyue.html,June,July
349,Gacrux,https://www.glyphweb.com/esky/stars/gacrux.html,April,April
350,Gorgonea Quarta,https://www.glyphweb.com/esky/stars/gorgoneaquarta.html,November,December
351,Gar,https://www.glyphweb.com/esky/stars/gar.html,M3.5Vreddwarf,M3.5Vreddwarf
352,GienahCorvi,https://www.glyphweb.com/esky/stars/gienahghurab.html,April,April
353,Gienah Ghurab,https://www.glyphweb.com/esky/stars/gienahghurab.html,April,April
354,Gorgonea Secunda,https://www.glyphweb.com/esky/stars/gorgoneasecunda.html,November,November
355,Gorgonea Tertia,https://www.glyphweb.com/esky/stars/gorgoneatertia.html,November,November
356,Geminga,https://www.glyphweb.com/esky/stars/geminga.html,Pulsar,Pulsar
357,Grafias*,https://www.glyphweb.com/esky/stars/grafias.html,June,June
358,Ginan,https://www.glyphweb.com/esky/stars/ginan.html,April,April
359,Girtab,https://www.glyphweb.com/esky/stars/girtab.html,June,July
360,Gomeisa,https://www.glyphweb.com/esky/stars/gomeisa.html,January,February
361,Grumium(Occasionally referred to as 'Nodus I',https://www.glyphweb.com/esky/stars/grumium.html,July,July
362,but that name is much more usually given toZeta Draconis),https://www.glyphweb.com/esky/stars/grumium.html,July,July
363,Gumala,https://www.glyphweb.com/esky/stars/gumala.html,F9Vbright yellowdwarf,F9Vbright yellowdwarf
364,Hatysa,https://www.glyphweb.com/esky/stars/hatysa.html,December,January
365,Nair al Saif,https://www.glyphweb.com/esky/stars/hatysa.html,December,January
366,Saclateni,https://www.glyphweb.com/esky/stars/hoedusi.html,December,December
367,Hoedus I,https://www.glyphweb.com/esky/stars/hoedusi.html,December,December
368,Haedus I,https://www.glyphweb.com/esky/stars/hoedusi.html,December,December
369,Haedi,https://www.glyphweb.com/esky/stars/hoedusi.html,December,December
370,Head ofHydrus,https://www.glyphweb.com/esky/stars/headofhydrus.html,November,November
371,Haedus,https://www.glyphweb.com/esky/stars/hoedusii.html,December,December
372,Haedus II,https://www.glyphweb.com/esky/stars/hoedusii.html,December,December
373,Hoedus II,https://www.glyphweb.com/esky/stars/hoedusii.html,December,December
374,Hoerikwaggo,https://www.glyphweb.com/esky/stars/alphamensae.html,,
375,Meissa,https://www.glyphweb.com/esky/stars/heka.html,December,January
376,Heka,https://www.glyphweb.com/esky/stars/heka.html,December,January
377,Hatya,https://www.glyphweb.com/esky/stars/heka.html,December,January
378,Homam,https://www.glyphweb.com/esky/stars/homam.html,September,September
379,Hamal,https://www.glyphweb.com/esky/stars/hamal.html,"Hamal b,gas giant","Hamal b,gas giant"
